Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Size (KB),Description,Language,Repo URL
353,flutter_ide,1122,188,1122,21,27/12/2018,06/12/2022,48.17 MB,49328,A visual editor for Flutter widgets,Dart,https://github.com/Norbert515/flutter_ide
354,mikan_flutter,1122,59,1122,2,14/07/2020,02/07/2025,483.83 MB,495440,Flutter 驱动的三方 蜜柑计划（https://mikanani.me） APP，🚧 开发中...,Dart,https://github.com/iota9star/mikan_flutter
355,nyrna,1121,23,1121,16,31/05/2020,10/10/2025,3.53 MB,3610,Suspend games and applications.,Dart,https://github.com/Merrit/nyrna
356,Grocery-App,1110,515,1110,2,01/01/2019,07/04/2023,42.35 MB,43363,"Flutter Grocery Shopping App (Mobile App, Web App)",Dart,https://github.com/Widle-Studio/Grocery-App
357,aspectd,1109,123,1109,26,08/05/2019,17/02/2022,3.55 MB,3633,AOP for Flutter(Dart),Dart,https://github.com/XianyuTech/aspectd
358,paperless-mobile,1105,63,1105,139,26/10/2022,30/10/2025,21.59 MB,22111,An (almost) fully fledged mobile paperless client.,Dart,https://github.com/astubenbord/paperless-mobile
359,macless-haystack,1103,133,1103,68,16/01/2023,25/07/2025,82.10 MB,84070,"Create your own AirTag with  OpenHaystack, but without the need to own an Apple device",Dart,https://github.com/dchristl/macless-haystack
360,jenny,1103,85,1103,10,04/02/2023,16/04/2024,889.00 KB,889,A comic browser，support Android / iOS / MacOS / Windows / Linux. (JMComic),Dart,https://github.com/niuhuan/jenny
361,flutter_study,1102,245,1102,19,29/06/2018,06/09/2019,40.79 MB,41773,三天学会Flutter,Dart,https://github.com/luhenchang/flutter_study
362,dartx,1098,91,1098,24,17/10/2019,24/07/2024,351.00 KB,351,Superpowers for Dart. Collection of useful static extension methods.,Dart,https://github.com/simc/dartx
363,http,1086,390,1086,379,17/12/2014,07/11/2025,5.18 MB,5300,A composable API for making HTTP requests in Dart.,Dart,https://github.com/dart-lang/http
364,mobile_scanner,1086,626,1086,117,08/02/2022,27/10/2025,17.89 MB,18320,"A universal Flutter barcode and QR code scanner using CameraX/ML Kit for Android, AVFoundation/Apple Vision for iOS & macOS, and ZXing for web.",Dart,https://github.com/juliansteenbakker/mobile_scanner
365,code_lfa,1082,76,1082,14,04/09/2021,24/08/2025,191.62 MB,196218,Port VS Code to Android and support local operation,Dart,https://github.com/nightmare-space/code_lfa
366,pub,1081,233,1081,243,15/05/2015,07/11/2025,11.61 MB,11884,The pub command line tool,Dart,https://github.com/dart-lang/pub
367,jh_flutter_demo,1079,234,1079,0,10/03/2020,26/06/2025,61.76 MB,63240,flutter项目- 实现一些常用效果、封装通用组件和工具类,Dart,https://github.com/iotjin/jh_flutter_demo
368,my_flutter_challenges,1078,268,1078,6,11/01/2019,15/07/2022,65.17 MB,66734,Flutter project containing all my flutter UI challenges,Dart,https://github.com/pedromassango/my_flutter_challenges
369,flutter_animate,1075,93,1075,49,22/05/2022,25/11/2024,10.70 MB,10960,"Add beautiful animated effects & builders in Flutter, via an easy, highly customizable unified API.",Dart,https://github.com/gskinner/flutter_animate
370,bottom_navy_bar,1073,222,1073,23,31/01/2019,14/12/2024,7.93 MB,8121, A beautiful and animated bottom navigation,Dart,https://github.com/pedromassango/bottom_navy_bar
371,flutter-by-example,1072,260,1072,9,02/11/2017,01/10/2020,20.80 MB,21300,"A collection of simple, bare-bones Flutter apps that each demonstrate a concept",Dart,https://github.com/mjohnsullivan/flutter-by-example
372,mason,1072,105,1072,88,30/09/2020,03/11/2025,5.64 MB,5772,Tools which allow developers to create and consume reusable templates called bricks.,Dart,https://github.com/felangel/mason
373,logger,1071,128,1071,56,04/06/2019,20/12/2023,568.00 KB,568,"Small, easy to use and extensible logger which prints beautiful logs.",Dart,https://github.com/simc/logger
374,FlutterPlayground,1065,214,1065,3,27/06/2018,07/04/2023,29.89 MB,30603,Playground app for Flutter,Dart,https://github.com/ibhavikmakwana/FlutterPlayground
375,quiver-dart,1060,132,1060,54,14/08/2013,05/11/2025,1.34 MB,1373,A set of utility libraries for Dart,Dart,https://github.com/google/quiver-dart
376,native-xdm,1058,405,1058,0,10/02/2017,07/06/2019,886.00 KB,886,基于 Flutter 构建一个跨平台的原生APP,Dart,https://github.com/bailicangdu/native-xdm
377,angel,1058,66,1058,0,28/02/2016,26/04/2021,40.50 MB,41475,"[ARCHIVED] A polished, production-ready backend framework in Dart for the VM, AOT, and Flutter.",Dart,https://github.com/angel-dart/angel
378,simple_animations,1057,106,1057,0,30/03/2019,03/05/2025,5.53 MB,5667,Flutter package for creating awesome animations.,Dart,https://github.com/felixblaschke/simple_animations
379,maps,1057,543,1057,19,01/02/2019,13/03/2025,1.98 MB,2029,A Mapbox GL flutter package for creating custom maps,Dart,https://github.com/flutter-mapbox-gl/maps
380,Taskist,1056,276,1056,9,04/09/2018,15/12/2023,492.00 KB,492,Flutter ToDo App with Firebase,Dart,https://github.com/huextrat/Taskist
381,flutter_ui_kit_obkm,1055,294,1055,0,22/12/2021,01/09/2024,53.67 MB,54958,100+ Mobile UI Kit,Dart,https://github.com/bukunmialuko/flutter_ui_kit_obkm
382,syphon,1054,69,1054,153,05/10/2019,05/08/2024,51.68 MB,52921,⚗️  a privacy centric matrix client ,Dart,https://github.com/syphon-org/syphon
383,flutter_stripe,1052,612,1052,111,09/03/2021,28/10/2025,7.82 MB,8008,Flutter SDK for Stripe.,Dart,https://github.com/flutter-stripe/flutter_stripe
384,flutter_image_cropper,1050,458,1050,324,27/06/2018,25/09/2025,41.83 MB,42839,A Flutter plugin for Android and iOS supports cropping images,Dart,https://github.com/hnvn/flutter_image_cropper
385,equatable,1049,116,1049,9,06/01/2019,21/11/2024,450.00 KB,450,A Dart package that helps to implement value based equality without needing to explicitly override == and hashCode.,Dart,https://github.com/felangel/equatable
386,fastforge,1042,187,1042,73,16/10/2021,02/11/2025,1.62 MB,1664,"The ultimate all-in-one Flutter application packaging and distribution tool, providing a seamless solution for all your distribution needs.",Dart,https://github.com/fastforgedev/fastforge
387,qr_code_scanner,1041,1099,1041,205,23/12/2018,31/07/2024,34.52 MB,35344,QR Code Scanner for Flutter,Dart,https://github.com/juliuscanute/qr_code_scanner
388,mhabit,1038,58,1038,55,26/04/2023,06/11/2025,96.63 MB,98951,"Our app helps you form and track micro habits with easy-to-use 📈 charts and tools, making it simple to establish healthy habits that stick 🌱. Start your personal growth journey today 🚀!",Dart,https://github.com/FriesI23/mhabit
389,magic-epaper-app,1036,18,1036,38,25/11/2017,06/11/2025,104.61 MB,107122,Magic ePaper App,Dart,https://github.com/fossasia/magic-epaper-app
390,easy_localization,1030,366,1030,216,22/12/2018,24/07/2025,3.28 MB,3356, Easy and Fast internationalizing your Flutter Apps,Dart,https://github.com/aissat/easy_localization
391,stream-chat-flutter,1030,371,1030,15,20/02/2020,06/11/2025,85.73 MB,87790,"Flutter Chat SDK - Build your own chat app experience using Dart, Flutter and the Stream Chat Messaging API.",Dart,https://github.com/GetStream/stream-chat-flutter
392,stacked,1026,255,1026,53,20/04/2020,03/11/2025,63.05 MB,64567,A Flutter application architecture created from real world scenarios,Dart,https://github.com/Stacked-Org/stacked
393,floor,1025,212,1025,149,20/01/2019,16/08/2024,1.92 MB,1961,"The typesafe, reactive, and lightweight SQLite abstraction for your Flutter applications",Dart,https://github.com/pinchbv/floor
394,flushbar,1022,169,1022,55,23/05/2018,30/05/2023,1.29 MB,1318,Custom widget for Flutter,Dart,https://github.com/AndreHaueisen/flushbar
395,before_after,1012,107,1012,2,15/07/2019,16/11/2024,7.09 MB,7258,A flutter package which makes it easier to display the difference between two images.,Dart,https://github.com/xsahil03x/before_after
396,betterplayer,1011,1338,1011,382,05/03/2020,24/07/2024,47.43 MB,48566,"Better video player for Flutter, with multiple configuration options. Solving typical use cases!",Dart,https://github.com/jhomlala/betterplayer
397,site-www,1010,744,1010,159,11/07/2016,05/11/2025,67.52 MB,69139,The source for the Dart website.,Dart,https://github.com/dart-lang/site-www
398,flutter_particle_clock,1004,172,1004,3,16/01/2020,19/03/2023,3.62 MB,3705,The Grand Prize-winning entry of the #FlutterClock challenge.,Dart,https://github.com/miickel/flutter_particle_clock
399,KazumiRules,998,70,998,21,22/05/2024,04/11/2025,336.00 KB,336,Kazumi的规则托管仓库，欢迎贡献 ^•ﻌ•^,Dart,https://github.com/Predidit/KazumiRules
400,flutter_ui_challenge_flight_search,997,227,997,5,13/07/2018,10/07/2021,1.85 MB,1897,An advanced UI design implemented in Flutter ,Dart,https://github.com/MarcinusX/flutter_ui_challenge_flight_search
401,flutter_workmanager,992,352,992,97,19/07/2019,31/08/2025,67.25 MB,68859,A Flutter plugin which allows you to execute code in the background on Android and iOS.,Dart,https://github.com/fluttercommunity/flutter_workmanager
402,shelf,982,131,982,72,19/12/2014,01/11/2025,1.00 MB,1027,Web server middleware for Dart,Dart,https://github.com/dart-lang/shelf
403,tdesign-flutter,979,152,979,70,28/11/2023,06/11/2025,66.78 MB,68378,A Flutter UI components lib for TDesign.,Dart,https://github.com/Tencent/tdesign-flutter
404,flutter_sticky_header,978,189,978,37,10/06/2018,21/05/2025,4.38 MB,4490,Flutter implementation of sticky headers for sliver,Dart,https://github.com/letsar/flutter_sticky_header
405,photobooth,975,210,975,4,09/03/2021,08/03/2023,83.63 MB,85635,Google I/O 2021 Photo Booth built with Flutter and Firebase,Dart,https://github.com/flutter/photobooth
406,keframe,974,110,974,9,30/06/2021,14/04/2023,58.07 MB,59467,Components that optimize Flutter fluency.（Flutter 流畅度优化的通用方案，轻松解决卡顿问题）,Dart,https://github.com/LianjiaTech/keframe
407,flutter_boss,973,242,973,13,12/03/2018,20/01/2019,5.99 MB,6132,flutter仿BOSS直聘（二），大前端技术实现,Dart,https://github.com/heruijun/flutter_boss
408,fast_share,971,100,971,28,12/02/2021,27/08/2025,139.94 MB,143296,Fast Share is a highly available file sharing terminal on LAN(local area network) like airdrop developed by flutter framework.,Dart,https://github.com/nightmare-space/fast_share
409,Flutter-Story-App-UI,960,326,960,8,04/04/2019,01/10/2020,3.54 MB,3630,,Dart,https://github.com/devefy/Flutter-Story-App-UI
410,Flutter-Beginners-Projects,958,153,958,2,12/01/2022,11/10/2024,4.49 MB,4595,,Dart,https://github.com/tharwatsamy/Flutter-Beginners-Projects
411,MotionEaseTune,957,23,957,2,23/04/2025,08/06/2025,9.32 MB,9544,A simple application that can prevent you from motion sickness via 100Hz sound.,Dart,https://github.com/BHznJNs/MotionEaseTune
412,flutter_blue_plus,955,579,955,13,30/01/2022,05/11/2025,3.17 MB,3243,"Flutter plugin for connecting and communicationg with Bluetooth Low Energy devices, on Android, iOS, macOS, Web, Linux, Windows.",Dart,https://github.com/chipweinberger/flutter_blue_plus
413,DartTutorial,945,395,945,13,07/06/2018,29/10/2023,45.00 KB,45,"Learn Dart Programming, its basics and Fundamentals from scratch.",Dart,https://github.com/smartherd/DartTutorial
414,go-cshared-examples,943,114,943,8,18/02/2017,09/05/2024,45.00 KB,45,Calling Go Functions from Other Languages using C Shared Libraries,Dart,https://github.com/vladimirvivien/go-cshared-examples
415,flutter-settings-ui,941,238,941,25,04/12/2019,05/12/2023,17.31 MB,17728,Create native settings for Flutter app in a minutes.,Dart,https://github.com/yako-dev/flutter-settings-ui
416,thunder,939,69,939,233,11/06/2023,06/11/2025,18.59 MB,19038,"Thunder - A fully open-source, cross-platform Lemmy client for iOS and Android",Dart,https://github.com/thunder-app/thunder
417,supabase-flutter,939,272,939,106,05/07/2021,24/10/2025,2.26 MB,2314,Flutter integration for Supabase. This package makes it simple for developers to build secure and scalable products.,Dart,https://github.com/supabase/supabase-flutter
418,flutter_template,938,184,938,7,17/03/2020,16/12/2023,148.00 KB,148,"The project of the empty template with Flutter has built the basic framework to realize the functions of internationalization, theme peeling, login and registration, etc.(Flutter空壳模板工程，已搭建基础框架，实现国际化、主题换肤、登录注册、自动路由注册等功能，可在此基础上简单修改实现自己的应用功能)",Dart,https://github.com/xuexiangjys/flutter_template
419,dashboard,938,283,938,6,04/04/2018,09/08/2019,4.62 MB,4727,Dashboard concept made with Flutter.,Dart,https://github.com/Ivaskuu/dashboard
420,Covid-19-Flutter-UI,938,441,938,5,07/04/2020,11/10/2022,1.02 MB,1044,,Dart,https://github.com/abuanwar072/Covid-19-Flutter-UI
421,iwrqk,938,43,938,20,08/05/2023,23/02/2024,14.61 MB,14956,Unofficial Iwara Flutter Client,Dart,https://github.com/iwrqk/iwrqk
422,FlutterBasicWidgets,937,285,937,4,16/09/2018,09/12/2022,2.63 MB,2696,ABC of Flutter widgets. Intended for super beginners at Flutter. Play with 35+ examples in DartPad directly and get familiar with various basic widgets in Flutter,Dart,https://github.com/PoojaB26/FlutterBasicWidgets
423,tinder_cards,936,119,936,8,06/05/2018,05/02/2020,1.16 MB,1184,Tinder like cards swipe effect with Flutter.,Dart,https://github.com/Ivaskuu/tinder_cards
424,clash-for-flutter,935,144,935,19,25/10/2020,31/01/2024,60.71 MB,62163,Clash的桌面客户端，支持 windows、linux、macos,Dart,https://github.com/mapleafgo/clash-for-flutter
425,flutter_v2ex,934,52,934,20,23/12/2022,18/05/2025,68.70 MB,70347,使用flutter开发的v2ex客户端，支持Android和iOS设备。在Android 12+机型上支持Material You取色,Dart,https://github.com/guozhigq/flutter_v2ex
426,Taskez,933,184,933,1,22/07/2021,04/11/2023,12.33 MB,12628,A Productivity Mobile Application UI kit built with Flutter,Dart,https://github.com/Davies-K/Taskez
427,PicHoro,929,53,929,7,02/10/2022,10/04/2025,45.11 MB,46195,一款手机端云存储平台/图床管理和文件上传/下载工具，支持直接管理Webdav，Alist，SSH/SFTP，云服务器，兼容S3 API的平台，腾讯COS，阿里OSS，七牛云，又拍云，兰空图床，Imgur，SM.MS和github,Dart,https://github.com/Kuingsmile/PicHoro
428,instagram-flutter-clone,925,492,925,12,15/12/2021,19/10/2023,677.00 KB,677,Responsive Instagram Clone developed with Flutter & Firebase,Dart,https://github.com/RivaanRanawat/instagram-flutter-clone
429,ScholarXIV,917,45,917,8,03/08/2024,02/07/2025,14.93 MB,15293,"ScholArxiv is an open-source, aesthetic, minimal and AI powered app that allows users to search, read, bookmark, share, download and view summaries of academic papers from the arXiv repository.",Dart,https://github.com/dagmawibabi/ScholarXIV
430,wanandroid_flutter,917,193,917,5,05/05/2019,02/04/2023,82.70 MB,84683,:collision::collision::collision:【Flutter版】玩安卓，非常适合学习，代码不多、注释多。,Dart,https://github.com/yechaoa/wanandroid_flutter
431,spacex-go,917,253,917,8,29/06/2018,28/03/2024,40.89 MB,41867,"Simple yet powerful, open-source SpaceX launch tracker.",Dart,https://github.com/jesusrp98/spacex-go
432,bluebubbles-app,914,161,914,222,09/11/2019,03/07/2025,66.03 MB,67613,"A cross-platform app ecosystem, bringing iMessage to Android, PC (Windows, Linux, & even macOS), and Web!",Dart,https://github.com/BlueBubblesApp/bluebubbles-app
433,natrium_wallet_flutter,912,334,912,104,04/02/2019,08/10/2024,35.98 MB,36842,"Natrium - Fast, Robust & Secure NANO Wallet, now written with Flutter.",Dart,https://github.com/appditto/natrium_wallet_flutter
434,openflutterecommerceapp,910,407,910,30,06/02/2020,07/06/2023,5.86 MB,6004,Open Flutter E-commerce App,Dart,https://github.com/4seer/openflutterecommerceapp
435,material-components-flutter,909,190,909,14,26/02/2018,24/09/2022,27.11 MB,27761,Modular and customizable Material Design UI components for Flutter,Dart,https://github.com/material-components/material-components-flutter
436,state_experiments,909,133,909,5,21/03/2018,05/06/2019,285.00 KB,285,"Companion repository to the ""Build reactive mobile apps in Flutter"" talk",Dart,https://github.com/filiph/state_experiments
437,GitSync,909,79,909,26,08/06/2024,05/11/2025,19.93 MB,20412,Mobile git client for syncing a repository between remote and a local directory,Dart,https://github.com/ViscousPot/GitSync
438,NipaPlay-Reload,906,40,906,36,19/03/2025,06/11/2025,219.47 MB,224738,NipaPlay-Reload 是一个现代化的跨平台本地视频播放器，支持 Windows、macOS、Linux、Android 和 iOS。集成了弹幕显示、多格式字幕支持、多音频轨道切换，新番查看等功能，支持挂载Emby/Jellyfin媒体库。采用 Flutter 开发，提供统一的用户体验。,Dart,https://github.com/MCDFsteve/NipaPlay-Reload
